phase,frequency,time,adcvalue
0,80500,0,0
90,80500,10,674.85
90,80500,20,669.83
90,80500,30,685.14
90,80500,40,678.35
90,80500,50,674.4
90,80500,60,666.16
90,80500,70,666.01
90,80500,80,670.85
90,80500,90,669.47
90.00,80500,100,664.8
90.00,80500,110,665.28
90.00,80500,120,661.39
90.00,80500,130,668.31
90.00,80500,140,657.72
90.00,80500,150,663.13
90.00,80500,160,666.34
90.00,80500,170,658.15
90.00,80500,180,672.86
90.00,80500,190,675.71
90.00,80500,200,667.79
90.00,80500,210,648.59
90.00,80500,220,649.57
90.00,80500,230,651.78
90.00,80500,240,652.89
90.00,80500,250,654.2
90.00,80500,260,653.11
90.00,80500,270,645.43
90.00,80500,280,643.52
90.00,80500,290,642.14
90.00,80500,300,651.41
90.00,80500,310,648.92
90.00,80500,320,645.05
90.00,80500,330,642.88
90.00,80500,340,646.93
90.00,80500,350,641.84
90.00,80500,360,645.32
90.00,80500,370,645.94
90.00,80500,380,647.81
90.00,80500,390,647.07
90.00,80500,400,645.49
90.00,80500,410,647.47
90.00,80500,420,646.13
90.00,80500,430,651.77
90.00,80500,440,649.25
90.00,80500,450,654.17
90.00,80500,460,651.89
90.00,80500,470,655.02
90.00,80500,480,656.52
90.00,80500,490,651.5
90.00,80500,500,654.68
90.00,80500,510,657.4
90.00,80500,520,657.64
90.00,80500,530,653.12
90.00,80500,540,656.04
90.00,80500,550,651.76
90.00,80500,560,652.58
90.00,80500,570,659.02
90.00,80500,580,652.64
90.00,80500,590,651.76
90.00,80500,600,650.16
90.00,80500,610,653.35
90.00,80500,620,649.7
90.00,80500,630,646.34
90.00,80500,640,644.52
90.00,80500,650,640.41
90.00,80500,660,644.89
90.00,80500,670,644.69
90.00,80500,680,647.4
90.00,80500,690,646.13
90.00,80500,700,644.19
90.00,80500,710,636.44
90.00,80500,720,633.92
90.00,80500,730,639.75
90.00,80500,740,644.52
90.00,80500,750,644.35
90.00,80500,760,646.76
90.00,80500,770,645.77
90.00,80500,780,640.52
90.00,80500,790,640.96
90.00,80500,800,641
90.00,80500,810,640.7
90.00,80500,820,642.79
90.00,80500,830,640.25
90.00,80500,840,639.42
90.00,80500,850,639.64
90.00,80500,860,640.27
90.00,80500,870,640.63
90.00,80500,880,641.57
90.00,80500,890,637.42
90.00,80500,900,640.67
90.00,80500,910,636.12
90.00,80500,920,640.56
90.00,80500,930,642.78
90.00,80500,940,642.98
90.00,80500,950,642.39
90.00,80500,960,635.37
90.00,80500,970,640.49
90.00,80500,980,635.5
90.00,80500,990,641.71
90.00,80500,1000,639.55
90.00,80500,1010,638.44
90.00,80500,1020,639.25
90.00,80500,1030,646.6
90.00,80500,1040,642.42
90.00,80500,1050,643.25
90.00,80500,1060,648.17
90.00,80500,1070,643.47
90.00,80500,1080,646.98
90.00,80500,1090,642.15
90.00,80500,1100,642.62
90.00,80500,1110,643.57
90.00,80500,1120,648.2
90.00,80500,1130,649.23
90.00,80500,1140,641.14
90.00,80500,1150,641.32
90.00,80500,1160,643.76
90.00,80500,1170,647.61
90.00,80500,1180,641.3
90.00,80500,1190,644.06
90.00,80500,1200,650.37
90.00,80500,1210,646.09
90.00,80500,1220,647.22
90.00,80500,1230,648.84
90.00,80500,1240,644.74
90.00,80500,1250,647.1
90.00,80500,1260,640.95
90.00,80500,1270,640.69
90.00,80500,1280,643.09
90.00,80500,1290,642.4
90.00,80500,1300,643.85
90.00,80500,1310,643.99
90.00,80500,1320,644.91
90.00,80500,1330,643.48
90.00,80500,1340,648.5
90.00,80500,1350,641.08
90.00,80500,1360,638.58
90.00,80500,1370,642.6
90.00,80500,1380,639.33
90.00,80500,1390,643.58
90.00,80500,1400,643.05
90.00,80500,1410,645.13
90.00,80500,1420,638.34
90.00,80500,1430,639.85
90.00,80500,1440,637.87
90.00,80500,1450,637.38
90.00,80500,1460,636.73
90.00,80500,1470,641.52
90.00,80500,1480,643.17
90.00,80500,1490,646.05
90.00,80500,1500,640.85
90.00,80500,1510,638.87
90.00,80500,1520,638.99
90.00,80500,1530,637.18
90.00,80500,1540,636.11
90.00,80500,1550,639.34
90.00,80500,1560,634.18
90.00,80500,1570,637.65
90.00,80500,1580,638.57
90.00,80500,1590,640.48
90.00,80500,1600,641.86
90.00,80500,1610,643.5
90.00,80500,1620,646.38
90.00,80500,1630,639.67
90.00,80500,1640,639.36
90.00,80500,1650,636.91
90.00,80500,1660,641.54
90.00,80500,1670,645.29
90.00,80500,1680,638.66
90.00,80500,1690,644.73
90.00,80500,1700,645.28
90.00,80500,1710,643.81
90.00,80500,1720,640.65
90.00,80500,1730,640.67
90.00,80500,1740,643.7
90.00,80500,1750,643.37
90.00,80500,1760,646.67
90.00,80500,1770,640.91
90.00,80500,1780,641.6
90.00,80500,1790,646.81
90.00,80500,1800,652.74
90.00,80500,1810,647.22
90.00,80500,1820,646.11
90.00,80500,1830,643.89
90.00,80500,1840,649.14
90.00,80500,1850,645.68
90.00,80500,1860,642.33
90.00,80500,1870,649.91
90.00,80500,1880,648.48
90.00,80500,1890,654.71
90.00,80500,1900,650.73
90.00,80500,1910,647.95
90.00,80500,1920,647.39
90.00,80500,1930,647.34
90.00,80500,1940,645.52
90.00,80500,1950,651.41
90.00,80500,1960,650.73
90.00,80500,1970,651.28
90.00,80500,1980,651.93
90.00,80500,1990,647.15
90.00,80500,2000,645.5
90.00,80500,2010,648.08
90.00,80500,2020,650.13
90.00,80500,2030,649.1
90.00,80500,2040,644.46
90.00,80500,2050,651.31
90.00,80500,2060,652.24
90.00,80500,2070,646.87
90.00,80500,2080,647.29
90.00,80500,2090,644.3
90.00,80500,2100,647.36
90.00,80500,2110,642.18
90.00,80500,2120,648.38
90.00,80500,2130,636.82
90.00,80500,2140,642.14
270.00,80500,2150,640.5
270.00,80500,2160,647.62
270.00,80500,2170,648.57
270.00,80500,2180,645.93
270.00,80500,2190,649.63
270.00,80500,2200,650.57
270.00,80500,2210,654.9
270.00,80500,2220,645.9
270.00,80500,2230,648.42
270.00,80500,2240,651.37
270.00,80500,2250,649.82
270.00,80500,2260,648.47
270.00,80500,2270,653.5
270.00,80500,2280,645.47
270.00,80500,2290,652.01
270.00,80500,2300,658.67
270.00,80500,2310,656.24
270.00,80500,2320,658.45
270.00,80500,2330,661.37
270.00,80500,2340,655.88
270.00,80500,2350,660.53
270.00,80500,2360,657.32
270.00,80500,2370,664.6
270.00,80500,2380,662.54
270.00,80500,2390,666.9
270.00,80500,2400,663.35
270.00,80500,2410,662.73
270.00,80500,2420,662.67
270.00,80500,2430,665.7
270.00,80500,2440,669
270.00,80500,2450,671.73
270.00,80500,2460,666.52
270.00,80500,2470,668.77
270.00,80500,2480,673.52
270.00,80500,2490,671.23
270.00,80500,2500,675.26
270.00,80500,2510,674.42
270.00,80500,2520,678.89
270.00,80500,2530,670.81
270.00,80500,2540,675.22
270.00,80500,2550,676.84
270.00,80500,2560,680.92
270.00,80500,2570,678.27
270.00,80500,2580,674.08
270.00,80500,2590,685.83
270.00,80500,2600,687.5
270.00,80500,2610,688.86
270.00,80500,2620,681.71
270.00,80500,2630,679.25
270.00,80500,2640,681.45
270.00,80500,2650,683.16
270.00,80500,2660,683.62
270.00,80500,2670,688.51
270.00,80500,2680,684.71
270.00,80500,2690,692.55
270.00,80500,2700,688.41
270.00,80500,2710,685.92
270.00,80500,2720,687.51
270.00,80500,2730,685.53
270.00,80500,2740,685.96
270.00,80500,2750,689.33
270.00,80500,2760,689.03
270.00,80500,2770,687.18
270.00,80500,2780,702.47
270.00,80500,2790,696.89
270.00,80500,2800,708.51
270.00,80500,2810,708.95
270.00,80500,2820,719.6
270.00,80500,2830,715.42
270.00,80500,2840,714.43
270.00,80500,2850,717.68
270.00,80500,2860,716.15
270.00,80500,2870,720.56
270.00,80500,2880,707.93
270.00,80500,2890,716.48
270.00,80500,2900,716.65
270.00,80500,2910,723.03
270.00,80500,2920,723.91
270.00,80500,2930,722.78
270.00,80500,2940,716.01
270.00,80500,2950,716.61
270.00,80500,2960,719.09
270.00,80500,2970,711.13
270.00,80500,2980,718.28
270.00,80500,2990,722.27
270.00,80500,3000,730.21
270.00,80500,3010,727.9
270.00,80500,3020,724.96
270.00,80500,3030,713.48
270.00,80500,3040,708.8
270.00,80500,3050,715.04
270.00,80500,3060,705.31
270.00,80500,3070,708.06
270.00,80500,3080,706.79
270.00,80500,3090,715.16
270.00,80500,3100,708.95
270.00,80500,3110,714.15
270.00,80500,3120,715.53
270.00,80500,3130,710.5
270.00,80500,3140,713.99
270.00,80500,3150,708.24
270.00,80500,3160,706.81
270.00,80500,3170,711.23
270.00,80500,3180,717.38
270.00,80500,3190,712.49
270.00,80500,3200,718.11
270.00,80500,3210,719.83
270.00,80500,3220,724.53
270.00,80500,3230,723.44
270.00,80500,3240,717.59
270.00,80500,3250,717.66
270.00,80500,3260,731.61
270.00,80500,3270,731.05
270.00,80500,3280,734.94
270.00,80500,3290,736.21
270.00,80500,3300,736.32
270.00,80500,3310,740.27
270.00,80500,3320,735.18
270.00,80500,3330,741.08
270.00,80500,3340,736.46
270.00,80500,3350,742.41
270.00,80500,3360,739.61
270.00,80500,3370,751.78
270.00,80500,3380,747.43
270.00,80500,3390,744.31
270.00,80500,3400,743.73
270.00,80500,3410,748.82
270.00,80500,3420,748.98
270.00,80500,3430,747.79
270.00,80500,3440,745.25
270.00,80500,3450,749.57
270.00,80500,3460,745.11
270.00,80500,3470,749.25
270.00,80500,3480,753.27
270.00,80500,3490,755.75
270.00,80500,3500,752.64
270.00,80500,3510,749.94
270.00,80500,3520,747.87
270.00,80500,3530,761.62
270.00,80500,3540,752.27
270.00,80500,3550,755.66
270.00,80500,3560,763.24
270.00,80500,3570,747.87
270.00,80500,3580,767.99
270.00,80500,3590,766.48
270.00,80500,3600,769.38
270.00,80500,3610,767.52
270.00,80500,3620,758.56
270.00,80500,3630,765.93
270.00,80500,3640,770.24
270.00,80500,3650,756.39
270.00,80500,3660,761.19
270.00,80500,3670,761.62
270.00,80500,3680,752.27
270.00,80500,3690,756.27
270.00,80500,3700,764.81
270.00,80500,3710,774.38
270.00,80500,3720,776.16
270.00,80500,3730,779.35
270.00,80500,3740,785.09
270.00,80500,3750,785.61
270.00,80500,3760,770.81
270.00,80500,3770,779.16
270.00,80500,3780,775.98
270.00,80500,3790,780.24
270.00,80500,3800,777.29
270.00,80500,3810,765.81
270.00,80500,3820,776.89
270.00,80500,3830,785.48
270.00,80500,3840,780.19
270.00,80500,3850,782.14
270.00,80500,3860,781.41
270.00,80500,3870,784.67
270.00,80500,3880,789.52
270.00,80500,3890,783.29
270.00,80500,3900,790.3
270.00,80500,3910,786.69
270.00,80500,3920,791.21
270.00,80500,3930,786.47
270.00,80500,3940,785.74
270.00,80500,3950,785.98
270.00,80500,3960,782.36
270.00,80500,3970,780.52
270.00,80500,3980,785.8
270.00,80500,3990,788.71
270.00,80500,4000,791.7
270.00,80500,4010,780.46
270.00,80500,4020,787.62
270.00,80500,4030,792.21
270.00,80500,4040,788.99
270.00,80500,4050,785.67
270.00,80500,4060,785.67
270.00,80500,4070,785.36
270.00,80500,4080,780.79
270.00,80500,4090,780.37
270.00,80500,4100,781.55
270.00,80500,4110,791.35
270.00,80500,4120,780.12
270.00,80500,4130,789.71
270.00,80500,4140,795.73
270.00,80500,4150,797.19
270.00,80500,4160,801.56
270.00,80500,4170,798.02
270.00,80500,4180,796.49
270.00,80500,4190,798.17
270.00,80500,4200,797.71
270.00,80500,4210,796.46
270.00,80500,4220,792.71
270.00,80500,4230,786.61
270.00,80500,4240,792.42
270.00,80500,4250,786.58
270.00,80500,4260,788.17
270.00,80500,4270,790.74
270.00,80500,4280,786.43
270.00,80500,4290,784.52
270.00,80500,4300,786.17
270.00,80500,4310,784.8
270.00,80500,4320,788.32
270.00,80500,4330,791.36
270.00,80500,4340,784.67
270.00,80500,4350,788.91
270.00,80500,4360,786.26
270.00,80500,4370,791.18
270.00,80500,4380,791.02
270.00,80500,4390,791
270.00,80500,4400,787.06
270.00,80500,4410,786.4
270.00,80500,4420,796.95
270.00,80500,4430,791.54
270.00,80500,4440,790.75
270.00,80500,4450,790.98
270.00,80500,4460,789.79
270.00,80500,4470,793.01
270.00,80500,4480,787.24
270.00,80500,4490,794.9
270.00,80500,4500,793.17
270.00,80500,4510,789.68
270.00,80500,4520,795.73
270.00,80500,4530,793.85
270.00,80500,4540,788.53
270.00,80500,4550,794.72
270.00,80500,4560,784.97
270.00,80500,4570,792.57
270.00,80500,4580,791.75
270.00,80500,4590,795.61
270.00,80500,4600,794.75
270.00,80500,4610,791.95
270.00,80500,4620,794.42
270.00,80500,4630,794.04
270.00,80500,4640,796.43
270.00,80500,4650,794.52
270.00,80500,4660,795.56
270.00,80500,4670,790.51
270.00,80500,4680,795.5
270.00,80500,4690,796.56
270.00,80500,4700,794.84
270.00,80500,4710,794.38
270.00,80500,4720,789.49
270.00,80500,4730,791.47
270.00,80500,4740,796.5
270.00,80500,4750,795.44
270.00,80500,4760,794.43
270.00,80500,4770,791.31
270.00,80500,4780,793.15
90.00,80600,4790,793.62
90.00,80600,4800,798.81
90.00,80600,4810,801.1
90.00,80600,4820,805.25
90.00,80600,4830,802.3
90.00,80600,4840,800.51
90.00,80600,4850,792.17
90.00,80600,4860,793.53
90.00,80600,4870,785.78
90.00,80600,4880,786.59
90.00,80600,4890,779.99
90.00,80600,4900,785.76
90.00,80600,4910,788.71
90.00,80600,4920,782.91
90.00,80600,4930,783.3
90.00,80600,4940,783.03
90.00,80600,4950,786.94
90.00,80600,4960,784.27
90.00,80600,4970,777.36
90.00,80600,4980,782.49
90.00,80600,4990,784.17
90.00,80600,5000,782.5
90.00,80600,5010,782.65
90.00,80600,5020,779.63
90.00,80600,5030,777.24
90.00,80600,5040,784.6
90.00,80600,5050,779.21
90.00,80600,5060,784.78
90.00,80600,5070,778.92
90.00,80600,5080,776.27
90.00,80600,5090,783.6
90.00,80600,5100,785.18
90.00,80600,5110,775.62
90.00,80600,5120,778.39
90.00,80600,5130,773.49
90.00,80600,5140,764.56
90.00,80600,5150,767.38
90.00,80600,5160,763.4
90.00,80600,5170,761.22
90.00,80600,5180,760.72
90.00,80600,5190,764.61
90.00,80600,5200,766.18
90.00,80600,5210,765.41
90.00,80600,5220,766.25
90.00,80600,5230,763.3
90.00,80600,5240,761.51
90.00,80600,5250,759.83
90.00,80600,5260,760.89
90.00,80600,5270,755.84
90.00,80600,5280,751.74
90.00,80600,5290,772.58
90.00,80600,5300,765.39
90.00,80600,5310,755.34
90.00,80600,5320,756.55
90.00,80600,5330,749.69
90.00,80600,5340,757.55
90.00,80600,5350,753.11
90.00,80600,5360,756.04
90.00,80600,5370,752.67
90.00,80600,5380,757.52
90.00,80600,5390,757.05
90.00,80600,5400,754.28
90.00,80600,5410,753.12
90.00,80600,5420,751.5
90.00,80600,5430,746.2
90.00,80600,5440,749.96
90.00,80600,5450,762.42
90.00,80600,5460,750.22
90.00,80600,5470,751.54
90.00,80600,5480,754.69
90.00,80600,5490,751.94
90.00,80600,5500,757.75
90.00,80600,5510,754.34
90.00,80600,5520,749.18
90.00,80600,5530,745.68
90.00,80600,5540,742.33
90.00,80600,5550,742.33
90.00,80600,5560,744.45
90.00,80600,5570,745.25
90.00,80600,5580,740.78
90.00,80600,5590,737.34
90.00,80600,5600,737.64
90.00,80600,5610,741
90.00,80600,5620,741.91
90.00,80600,5630,736.23
90.00,80600,5640,730.87
90.00,80600,5650,734.32
90.00,80600,5660,728.88
90.00,80600,5670,728.08
90.00,80600,5680,734.37
90.00,80600,5690,730.09
90.00,80600,5700,734.55
90.00,80600,5710,729.81
90.00,80600,5720,735.13
90.00,80600,5730,729.86
90.00,80600,5740,729.99
90.00,80600,5750,729.39
90.00,80600,5760,728.73
90.00,80600,5770,730.19
90.00,80600,5780,723.35
90.00,80600,5790,730.3
90.00,80600,5800,722.75
90.00,80600,5810,723.89
90.00,80600,5820,721.87
90.00,80600,5830,722.29
90.00,80600,5840,723.24
90.00,80600,5850,724.54
90.00,80600,5860,723.44
90.00,80600,5870,723.04
90.00,80600,5880,722.7
90.00,80600,5890,724.18
90.00,80600,5900,725.53
90.00,80600,5910,719.29
90.00,80600,5920,716
90.00,80600,5930,717.82
90.00,80600,5940,717.07
90.00,80600,5950,720.04
90.00,80600,5960,722.12
90.00,80600,5970,716.86
90.00,80600,5980,723.96
90.00,80600,5990,724.91
90.00,80600,6000,720.14
90.00,80600,6010,724.86
90.00,80600,6020,746.2
90.00,80600,6030,744.5
90.00,80600,6040,733.14
90.00,80600,6050,727.25
90.00,80600,6060,730.96
90.00,80600,6070,729.48
90.00,80600,6080,732.98
90.00,80600,6090,725.12
90.00,80600,6100,728.34
90.00,80600,6110,725.91
90.00,80600,6120,727.2
90.00,80600,6130,732.17
90.00,80600,6140,723.23
90.00,80600,6150,720.6
90.00,80600,6160,727.93
90.00,80600,6170,737.08
90.00,80600,6180,736.7
90.00,80600,6190,727.58
90.00,80600,6200,735.54
90.00,80600,6210,729.29
90.00,80600,6220,729.63
90.00,80600,6230,726.63
90.00,80600,6240,716.36
90.00,80600,6250,712.7
90.00,80600,6260,715.09
90.00,80600,6270,722.58
90.00,80600,6280,712.36
90.00,80600,6290,725.06
90.00,80600,6300,721.37
90.00,80600,6310,728.31
90.00,80600,6320,717.42
90.00,80600,6330,714.01
90.00,80600,6340,716.42
90.00,80600,6350,718.16
90.00,80600,6360,714.68
90.00,80600,6370,720.12
90.00,80600,6380,726.07
90.00,80600,6390,716.01
90.00,80600,6400,713.27
90.00,80600,6410,702.42
90.00,80600,6420,705.98
90.00,80600,6430,701.15
90.00,80600,6440,705.56
90.00,80600,6450,704.14
90.00,80600,6460,697.35
90.00,80600,6470,699.76
90.00,80600,6480,700.89
90.00,80600,6490,695.84
90.00,80600,6500,688.71
90.00,80600,6510,685.34
90.00,80600,6520,692.61
90.00,80600,6530,698.42
90.00,80600,6540,704.1
90.00,80600,6550,698.55
90.00,80600,6560,692.9
90.00,80600,6570,689.96
90.00,80600,6580,693.33
90.00,80600,6590,693.94
90.00,80600,6600,695.21
90.00,80600,6610,694.72
90.00,80600,6620,694.37
90.00,80600,6630,694.03
90.00,80600,6640,692.79
90.00,80600,6650,700.86
90.00,80600,6660,695.23
90.00,80600,6670,696.84
90.00,80600,6680,694.86
90.00,80600,6690,705.29
90.00,80600,6700,716.24
90.00,80600,6710,702.99
90.00,80600,6720,704.82
90.00,80600,6730,703.77
90.00,80600,6740,692.46
90.00,80600,6750,702.04
90.00,80600,6760,700.19
90.00,80600,6770,701.84
90.00,80600,6780,700.47
90.00,80600,6790,699.44
90.00,80600,6800,694.8
90.00,80600,6810,693.77
90.00,80600,6820,697.92
90.00,80600,6830,702.24
90.00,80600,6840,701.11
90.00,80600,6850,698.59
90.00,80600,6860,697.14
90.00,80600,6870,697.01
90.00,80600,6880,692.76
90.00,80600,6890,693.28
90.00,80600,6900,695.45
90.00,80600,6910,689.28
90.00,80600,6920,688.12
90.00,80600,6930,691.95
90.00,80600,6940,692.6
90.00,80600,6950,692.96
90.00,80600,6960,688.75
90.00,80600,6970,687.16
90.00,80600,6980,689.14
90.00,80600,6990,692.04
90.00,80600,7000,688.67
90.00,80600,7010,694.12
90.00,80600,7020,694.31
90.00,80600,7030,692.21
90.00,80600,7040,689.9
90.00,80600,7050,687.57
90.00,80600,7060,683.72
90.00,80600,7070,682.76
90.00,80600,7080,685.71
90.00,80600,7090,694.46
90.00,80600,7100,694.95
90.00,80600,7110,695.6
90.00,80600,7120,703.84
90.00,80600,7130,695.2
90.00,80600,7140,691.99
90.00,80600,7150,692.6
90.00,80600,7160,691.45
90.00,80600,7170,687.4
90.00,80600,7180,689.46
90.00,80600,7190,694.5
90.00,80600,7200,693.14
90.00,80600,7210,693.01
90.00,80600,7220,693
90.00,80600,7230,688.15
90.00,80600,7240,691.95
90.00,80600,7250,683.81
90.00,80600,7260,681.86
90.00,80600,7270,669.87
90.00,80600,7280,675.75
90.00,80600,7290,679.01
90.00,80600,7300,680.82
90.00,80600,7310,679.47
90.00,80600,7320,681.47
90.00,80600,7330,679.83
90.00,80600,7340,679.98
90.00,80600,7350,675.76
90.00,80600,7360,673.86
90.00,80600,7370,673.08
90.00,80600,7380,670.89
90.00,80600,7390,671.6
90.00,80600,7400,673.18
90.00,80600,7410,666.65
90.00,80600,7420,668.79
90.00,80600,7430,673.53
90.00,80600,7440,679.11
90.00,80600,7450,683.86
90.00,80600,7460,684.29
90.00,80600,7470,672.21
90.00,80600,7480,671.72
90.00,80600,7490,662.28
90.00,80600,7500,662.63
90.00,80600,7510,671.15
90.00,80600,7520,672.83
90.00,80600,7530,676.92
90.00,80600,7540,673.96
90.00,80600,7550,671.57
90.00,80600,7560,668.32
90.00,80600,7570,672.57
90.00,80600,7580,680.84
90.00,80600,7590,671.89
90.00,80600,7600,667.75
90.00,80600,7610,673.73
90.00,80600,7620,663.67
90.00,80600,7630,670.64
90.00,80600,7640,672.79
90.00,80600,7650,665.4
90.00,80600,7660,666.55
90.00,80600,7670,660.6
90.00,80600,7680,664.6
90.00,80600,7690,662.54
90.00,80600,7700,664.78
90.00,80600,7710,674.37
90.00,80600,7720,667.06
90.00,80600,7730,660.34
90.00,80600,7740,669.42
90.00,80600,7750,669.34
90.00,80600,7760,666.61
90.00,80600,7770,670.6
90.00,80600,7780,673.69
90.00,80600,7790,666.09
90.00,80600,7800,664.19
90.00,80600,7810,662.2
90.00,80600,7820,662.32
90.00,80600,7830,665.06
90.00,80600,7840,662.28
90.00,80600,7850,664.45
90.00,80600,7860,653.43
90.00,80600,7870,651.83
90.00,80600,7880,647.14
90.00,80600,7890,652.16
90.00,80600,7900,651.11
90.00,80600,7910,654.04
90.00,80600,7920,644.61
90.00,80600,7930,645.87
90.00,80600,7940,651.44
90.00,80600,7950,646.19
90.00,80600,7960,648.74
90.00,80600,7970,645.95
90.00,80600,7980,647.51
90.00,80600,7990,639.47
90.00,80600,8000,644.19
90.00,80600,8010,646.74
90.00,80600,8020,642.73
90.00,80600,8030,642.37
90.00,80600,8040,639.31
90.00,80600,8050,646.91
90.00,80600,8060,641.23
90.00,80600,8070,645.57
90.00,80600,8080,643.23
90.00,80600,8090,643.63
90.00,80600,8100,643.97
90.00,80600,8110,648.24
90.00,80600,8120,646.81
90.00,80600,8130,644.86
90.00,80600,8140,646.5
90.00,80600,8150,646.05
90.00,80600,8160,638.13
90.00,80600,8170,644.38
90.00,80600,8180,643.43
90.00,80600,8190,640.61
90.00,80600,8200,642.18
90.00,80600,8210,648.68
90.00,80600,8220,642.61
90.00,80600,8230,637.81
90.00,80600,8240,642.53
90.00,80600,8250,647.5
90.00,80600,8260,645.23
90.00,80600,8270,640.78
90.00,80600,8280,641.59
90.00,80600,8290,647.42
90.00,80600,8300,644.31
90.00,80600,8310,637.66
90.00,80600,8320,637.97
90.00,80600,8330,637.69
90.00,80600,8340,646.15
90.00,80600,8350,641.17
90.00,80600,8360,641.62
90.00,80600,8370,641.97
90.00,80600,8380,643.82
90.00,80600,8390,640.35
90.00,80600,8400,640.64
90.00,80600,8410,643.39
90.00,80600,8420,643.94
90.00,80600,8430,638.84
90.00,80600,8440,640.5
90.00,80600,8450,639.74
90.00,80600,8460,639.98
90.00,80600,8470,641.51
90.00,80600,8480,638.93
90.00,80600,8490,639.3
90.00,80600,8500,635.09
90.00,80600,8510,640.16
90.00,80600,8520,645.47
90.00,80600,8530,641.41
90.00,80600,8540,641.95
90.00,80600,8550,640.48
90.00,80600,8560,638.23
90.00,80600,8570,647.72
90.00,80600,8580,645.25
90.00,80600,8590,640.78
90.00,80600,8600,632.5
90.00,80600,8610,643.86
90.00,80600,8620,638.23
90.00,80600,8630,635.6
90.00,80600,8640,637.78
90.00,80600,8650,636.16
90.00,80600,8660,636.01
90.00,80600,8670,638.12
90.00,80600,8680,636.5
90.00,80600,8690,629.68
90.00,80600,8700,630.58
90.00,80600,8710,638.54
90.00,80600,8720,633.2
90.00,80600,8730,634.53
90.00,80600,8740,631.93
90.00,80600,8750,635.02
90.00,80600,8760,630.76
90.00,80600,8770,637.64
90.00,80600,8780,632.82
90.00,80600,8790,639.65
90.00,80600,8800,638.76
90.00,80600,8810,633.52
90.00,80600,8820,633.35
90.00,80600,8830,633.03
90.00,80600,8840,638.46
270.00,80600,8850,638.65
270.00,80600,8860,636.54
270.00,80600,8870,644.23
270.00,80600,8880,649.17
270.00,80600,8890,646.29
270.00,80600,8900,645.12
270.00,80600,8910,648.95
270.00,80600,8920,648.09
270.00,80600,8930,657.7
270.00,80600,8940,652.52
270.00,80600,8950,659.93
270.00,80600,8960,659.39
270.00,80600,8970,662.37
270.00,80600,8980,655.67
270.00,80600,8990,655.97
270.00,80600,9000,663.27
270.00,80600,9010,657.27
270.00,80600,9020,657.93
270.00,80600,9030,661.93
270.00,80600,9040,665.02
270.00,80600,9050,669.24
270.00,80600,9060,668.42
270.00,80600,9070,667.43
270.00,80600,9080,667.34
270.00,80600,9090,668.85
270.00,80600,9100,664.74
270.00,80600,9110,667.7
270.00,80600,9120,672.82
270.00,80600,9130,672.98
270.00,80600,9140,684.82
270.00,80600,9150,675.29
270.00,80600,9160,677.75
270.00,80600,9170,678.58
270.00,80600,9180,675.93
270.00,80600,9190,686.6
270.00,80600,9200,682.42
270.00,80600,9210,691.43
270.00,80600,9220,693.77
270.00,80600,9230,690.95
270.00,80600,9240,692.51
270.00,80600,9250,680.53
270.00,80600,9260,688.23
270.00,80600,9270,690.75
270.00,80600,9280,693.1
270.00,80600,9290,697.25
270.00,80600,9300,701.57
270.00,80600,9310,706.51
270.00,80600,9320,697.86
270.00,80600,9330,704.65
270.00,80600,9340,694.36
270.00,80600,9350,697.06
270.00,80600,9360,697.01
270.00,80600,9370,706.09
270.00,80600,9380,702.98
270.00,80600,9390,707.24
270.00,80600,9400,704.9
270.00,80600,9410,727.72
270.00,80600,9420,716.16
270.00,80600,9430,713.59
270.00,80600,9440,708.21
270.00,80600,9450,706.5
270.00,80600,9460,706.05
270.00,80600,9470,708.73
270.00,80600,9480,709.28
270.00,80600,9490,713.27
270.00,80600,9500,714.54
270.00,80600,9510,719.2
270.00,80600,9520,717.81
270.00,80600,9530,720.71
270.00,80600,9540,718.85
270.00,80600,9550,718.38
270.00,80600,9560,714.1
270.00,80600,9570,720.98
270.00,80600,9580,728.57
270.00,80600,9590,727.14
270.00,80600,9600,725.19
270.00,80600,9610,727.75
270.00,80600,9620,725.55
270.00,80600,9630,722.93
270.00,80600,9640,731.78
270.00,80600,9650,726.83
270.00,80600,9660,730.62
270.00,80600,9670,727.94
270.00,80600,9680,731.02
270.00,80600,9690,737.37
270.00,80600,9700,737.94
270.00,80600,9710,733.15
270.00,80600,9720,739.68
270.00,80600,9730,736.33
270.00,80600,9740,748.15
270.00,80600,9750,734.98
270.00,80600,9760,752.27
270.00,80600,9770,749.3
270.00,80600,9780,748.42
270.00,80600,9790,745.01
270.00,80600,9800,741.06
270.00,80600,9810,744.94
270.00,80600,9820,742.87
270.00,80600,9830,751.17
270.00,80600,9840,749.2
270.00,80600,9850,753.56
270.00,80600,9860,756.38
270.00,80600,9870,752.1
270.00,80600,9880,756.55
270.00,80600,9890,749.69
270.00,80600,9900,759.97
270.00,80600,9910,755.15
270.00,80600,9920,755.01
270.00,80600,9930,746.82
270.00,80600,9940,752.74
270.00,80600,9950,749.34
270.00,80600,9960,755.09
270.00,80600,9970,763.49
270.00,80600,9980,766.68
270.00,80600,9990,766.67
270.00,80600,10000,767.27
270.00,80600,10010,764.3
270.00,80600,10020,762.81
270.00,80600,10030,762.68
270.00,80600,10040,761.15
270.00,80600,10050,756.47
270.00,80600,10060,756.35
270.00,80600,10070,753.61
