phase,frequency,time,adcvalue
270.00,81200,29810,598.88
270.00,81200,29820,595.35
270.00,81200,29830,605.64
270.00,81200,29840,610.21
270.00,81200,29850,610.32
270.00,81200,29860,613.06
270.00,81200,29870,622.7
270.00,81200,29880,629.34
270.00,81200,29890,630.85
270.00,81200,29900,634.32
270.00,81200,29910,627.36
270.00,81200,29920,629.15
270.00,81200,29930,641.74
270.00,81200,29940,645.92
270.00,81200,29950,646.9
270.00,81200,29960,646.99
270.00,81200,29970,656.39
270.00,81200,29980,658.76
270.00,81200,29990,663.83
270.00,81200,30000,669.74
270.00,81200,30010,669.37
270.00,81200,30020,677.22
270.00,81200,30030,675.81
270.00,81200,30040,679.92
270.00,81200,30050,678.78
270.00,81200,30060,689.59
270.00,81200,30070,694.2
270.00,81200,30080,691.59
270.00,81200,30090,707.11
270.00,81200,30100,710.04
270.00,81200,30110,712.12
270.00,81200,30120,713.83
270.00,81200,30130,715.2
270.00,81200,30140,723.81
270.00,81200,30150,730.95
270.00,81200,30160,741.6
270.00,81200,30170,736.81
270.00,81200,30180,732.13
270.00,81200,30190,734.44
270.00,81200,30200,747.37
270.00,81200,30210,750.37
270.00,81200,30220,744.88
270.00,81200,30230,751.66
270.00,81200,30240,754.39
270.00,81200,30250,760.7
270.00,81200,30260,764
270.00,81200,30270,767.33
270.00,81200,30280,767.94
270.00,81200,30290,781.02
270.00,81200,30300,788.27
270.00,81200,30310,791.06
270.00,81200,30320,789.79
270.00,81200,30330,789.07
270.00,81200,30340,793.55
270.00,81200,30350,785.17
270.00,81200,30360,789.26
270.00,81200,30370,794.17
270.00,81200,30380,801.89
90.00,81300,30390,803.2
90.00,81300,30400,813.32
90.00,81300,30410,792.42
90.00,81300,30420,798.4
90.00,81300,30430,798.95
90.00,81300,30440,800.21
90.00,81300,30450,803.96
90.00,81300,30460,788.84
90.00,81300,30470,778.99
90.00,81300,30480,784.15
90.00,81300,30490,774.32
90.00,81300,30500,765.85
90.00,81300,30510,762.96
90.00,81300,30520,769.36
90.00,81300,30530,769.03
90.00,81300,30540,768.09
90.00,81300,30550,763.46
90.00,81300,30560,758.19
90.00,81300,30570,758.32
90.00,81300,30580,748.03
90.00,81300,30590,733.76
90.00,81300,30600,737.01
90.00,81300,30610,755.18
90.00,81300,30620,755.02
90.00,81300,30630,749.24
90.00,81300,30640,753.87
90.00,81300,30650,743.08
90.00,81300,30660,731.8
90.00,81300,30670,724.1
90.00,81300,30680,712.49
90.00,81300,30690,723.86
90.00,81300,30700,722.78
90.00,81300,30710,714.19
90.00,81300,30720,723.41
90.00,81300,30730,721.83
90.00,81300,30740,715.01
90.00,81300,30750,703.49
90.00,81300,30760,704.56
90.00,81300,30770,705.26
90.00,81300,30780,698.05
90.00,81300,30790,673.46
90.00,81300,30800,689.41
90.00,81300,30810,692.37
90.00,81300,30820,691.73
90.00,81300,30830,685.01
90.00,81300,30840,686.82
90.00,81300,30850,672.74
90.00,81300,30860,670.86
90.00,81300,30870,660.38
90.00,81300,30880,663.37
90.00,81300,30890,662.43
90.00,81300,30900,658.1
90.00,81300,30910,674.98
90.00,81300,30920,661.66
90.00,81300,30930,659.24
90.00,81300,30940,646.9
90.00,81300,30950,648.51
90.00,81300,30960,630.47
90.00,81300,30970,640.95
90.00,81300,30980,631
90.00,81300,30990,637.97
90.00,81300,31000,636.79
90.00,81300,31010,623.34
90.00,81300,31020,634.55
90.00,81300,31030,615.87
90.00,81300,31040,605.99
90.00,81300,31050,611.76
90.00,81300,31060,620.16
90.00,81300,31070,613.35
90.00,81300,31080,612.43
90.00,81300,31090,613.55
90.00,81300,31100,615.78
90.00,81300,31110,600.83
90.00,81300,31120,596.44
90.00,81300,31130,589.37
90.00,81300,31140,590.85
90.00,81300,31150,582.2
90.00,81300,31160,583.23
90.00,81300,31170,590.6
90.00,81300,31180,591.57
90.00,81300,31190,577.42
90.00,81300,31200,573.1
90.00,81300,31210,575.13
90.00,81300,31220,568.95
90.00,81300,31230,557.48
90.00,81300,31240,553.41
90.00,81300,31250,556.07
90.00,81300,31260,549.95
90.00,81300,31270,549.39
90.00,81300,31280,547.82
90.00,81300,31290,547.98
90.00,81300,31300,541.33
90.00,81300,31310,544.36
90.00,81300,31320,538.58
270.00,81300,31330,540.48
270.00,81300,31340,518.83
270.00,81300,31350,533.23
270.00,81300,31360,536.05
270.00,81300,31370,531.46
270.00,81300,31380,535.89
270.00,81300,31390,557.81
270.00,81300,31400,554.35
270.00,81300,31410,559.79
270.00,81300,31420,561.5
270.00,81300,31430,570.44
270.00,81300,31440,562.16
270.00,81300,31450,572.32
270.00,81300,31460,577.48
270.00,81300,31470,586.74
270.00,81300,31480,592.13
270.00,81300,31490,593.53
270.00,81300,31500,605.78
270.00,81300,31510,603.86
270.00,81300,31520,605.81
270.00,81300,31530,612.95
270.00,81300,31540,616.63
270.00,81300,31550,621.81
270.00,81300,31560,639.86
270.00,81300,31570,642.11
270.00,81300,31580,633.83
270.00,81300,31590,639.14
270.00,81300,31600,671.44
270.00,81300,31610,680.43
270.00,81300,31620,659.43
270.00,81300,31630,660.25
270.00,81300,31640,679.11
270.00,81300,31650,695.07
270.00,81300,31660,694.4
270.00,81300,31670,692.82
270.00,81300,31680,692.98
270.00,81300,31690,690.57
270.00,81300,31700,710.36
270.00,81300,31710,700.34
270.00,81300,31720,712.76
270.00,81300,31730,714.49
270.00,81300,31740,718.29
270.00,81300,31750,721.36
270.00,81300,31760,729.21
270.00,81300,31770,733.87
270.00,81300,31780,739.14
270.00,81300,31790,746.29
270.00,81300,31800,741.48
270.00,81300,31810,743.47
270.00,81300,31820,753.65
270.00,81300,31830,770.94
270.00,81300,31840,779.48
270.00,81300,31850,768.74
270.00,81300,31860,769.89
270.00,81300,31870,777.26
270.00,81300,31880,767.33
270.00,81300,31890,788.85
270.00,81300,31900,796.26
270.00,81300,31910,794.51
270.00,81300,31920,799.8
270.00,81300,31930,792.41
90.00,81400,31940,798.7
90.00,81400,31950,815.64
90.00,81400,31960,822.03
90.00,81400,31970,815.94
90.00,81400,31980,798.42
90.00,81400,31990,796.22
90.00,81400,32000,800.26
90.00,81400,32010,786.69
90.00,81400,32020,777.88
90.00,81400,32030,777.69
90.00,81400,32040,775.55
90.00,81400,32050,769.6
90.00,81400,32060,768.14
90.00,81400,32070,747.1
90.00,81400,32080,762.46
90.00,81400,32090,742.65
90.00,81400,32100,755.39
90.00,81400,32110,753.52
90.00,81400,32120,750.02
90.00,81400,32130,743.03
90.00,81400,32140,743
90.00,81400,32150,741.79
90.00,81400,32160,721.98
90.00,81400,32170,730.48
90.00,81400,32180,735.8
90.00,81400,32190,731.44
90.00,81400,32200,718.62
90.00,81400,32210,726.84
90.00,81400,32220,725.17
90.00,81400,32230,692.29
90.00,81400,32240,699.3
90.00,81400,32250,703.57
90.00,81400,32260,713.05
90.00,81400,32270,692.1
90.00,81400,32280,696.55
90.00,81400,32290,686.35
90.00,81400,32300,681.79
90.00,81400,32310,674.1
90.00,81400,32320,673.1
90.00,81400,32330,677.25
90.00,81400,32340,684.3
90.00,81400,32350,667.97
90.00,81400,32360,664.36
90.00,81400,32370,656.76
90.00,81400,32380,648.49
90.00,81400,32390,654.41
90.00,81400,32400,647.67
90.00,81400,32410,648.88
90.00,81400,32420,646.87
90.00,81400,32430,636.08
90.00,81400,32440,633.89
90.00,81400,32450,636.72
90.00,81400,32460,623.94
90.00,81400,32470,627.03
90.00,81400,32480,629.73
90.00,81400,32490,624.52
90.00,81400,32500,621.02
90.00,81400,32510,621.91
90.00,81400,32520,611.39
90.00,81400,32530,602.55
90.00,81400,32540,598.11
90.00,81400,32550,590.43
90.00,81400,32560,587.31
90.00,81400,32570,589.15
90.00,81400,32580,563.86
90.00,81400,32590,568.23
90.00,81400,32600,571.96
90.00,81400,32610,570.48
90.00,81400,32620,564.59
90.00,81400,32630,553.14
90.00,81400,32640,540.89
90.00,81400,32650,532.51
90.00,81400,32660,542.65
90.00,81400,32670,535.09
90.00,81400,32680,538.34
90.00,81400,32690,531.06
90.00,81400,32700,537.07
90.00,81400,32710,531.25
270.00,81400,32720,524.96
270.00,81400,32730,529.24
270.00,81400,32740,532.05
270.00,81400,32750,537.16
270.00,81400,32760,527.92
270.00,81400,32770,531.63
270.00,81400,32780,534.09
270.00,81400,32790,549.16
270.00,81400,32800,540.83
270.00,81400,32810,562.8
270.00,81400,32820,565.1
270.00,81400,32830,571.37
270.00,81400,32840,590.12
270.00,81400,32850,592.74
270.00,81400,32860,599.04
270.00,81400,32870,595.37
270.00,81400,32880,598.06
270.00,81400,32890,600.43
270.00,81400,32900,623.37
270.00,81400,32910,619.7
270.00,81400,32920,636.03
270.00,81400,32930,627.22
270.00,81400,32940,629.14
270.00,81400,32950,635.07
270.00,81400,32960,643.79
270.00,81400,32970,639.74
270.00,81400,32980,653.31
270.00,81400,32990,643.94
270.00,81400,33000,665.51
270.00,81400,33010,667.17
270.00,81400,33020,674.59
270.00,81400,33030,669.81
270.00,81400,33040,669.68
270.00,81400,33050,678.76
270.00,81400,33060,702.61
270.00,81400,33070,700.84
270.00,81400,33080,699.77
270.00,81400,33090,717.86
270.00,81400,33100,717.99
270.00,81400,33110,721.94
270.00,81400,33120,732.6
270.00,81400,33130,732.66
270.00,81400,33140,742.06
270.00,81400,33150,745.34
270.00,81400,33160,746.24
270.00,81400,33170,757.84
270.00,81400,33180,744.96
270.00,81400,33190,755.3
270.00,81400,33200,783.51
270.00,81400,33210,789.41
270.00,81400,33220,783.89
270.00,81400,33230,793.08
270.00,81400,33240,798.46
270.00,81400,33250,805.31
270.00,81400,33260,815.63
270.00,81400,33270,823.54
90.00,81500,33280,816.08
90.00,81500,33290,813.89
90.00,81500,33300,813.38
90.00,81500,33310,799.1
90.00,81500,33320,796.89
90.00,81500,33330,798.5
90.00,81500,33340,794.41
90.00,81500,33350,793.73
90.00,81500,33360,785.19
90.00,81500,33370,781.99
90.00,81500,33380,779.88
90.00,81500,33390,772.11
90.00,81500,33400,774.43
90.00,81500,33410,775.86
90.00,81500,33420,769.93
90.00,81500,33430,770.3
90.00,81500,33440,775.18
90.00,81500,33450,757.44
90.00,81500,33460,750.37
90.00,81500,33470,744.28
90.00,81500,33480,744.93
90.00,81500,33490,744.69
90.00,81500,33500,742.85
90.00,81500,33510,746.62
90.00,81500,33520,748.78
90.00,81500,33530,738.98
90.00,81500,33540,734.76
90.00,81500,33550,744.07
90.00,81500,33560,714.61
90.00,81500,33570,719.21
90.00,81500,33580,716.59
90.00,81500,33590,716.36
90.00,81500,33600,717.24
90.00,81500,33610,723.39
90.00,81500,33620,713.04
90.00,81500,33630,692.4
90.00,81500,33640,693.25
90.00,81500,33650,686.66
90.00,81500,33660,687.88
90.00,81500,33670,689.81
90.00,81500,33680,686.04
90.00,81500,33690,689.34
90.00,81500,33700,689.03
90.00,81500,33710,692.64
90.00,81500,33720,678.12
90.00,81500,33730,674.07
90.00,81500,33740,668.55
90.00,81500,33750,666.23
90.00,81500,33760,664.2
90.00,81500,33770,658.56
90.00,81500,33780,653.2
90.00,81500,33790,662.72
90.00,81500,33800,663.58
90.00,81500,33810,645.17
90.00,81500,33820,642.89
90.00,81500,33830,639.35
90.00,81500,33840,650.85
90.00,81500,33850,630.68
90.00,81500,33860,633.4
90.00,81500,33870,632.13
90.00,81500,33880,641.1
90.00,81500,33890,622.22
90.00,81500,33900,629.29
90.00,81500,33910,616.6
90.00,81500,33920,609.39
90.00,81500,33930,614.49
90.00,81500,33940,608.29
90.00,81500,33950,622.87
90.00,81500,33960,603.29
90.00,81500,33970,614.24
90.00,81500,33980,610.39
90.00,81500,33990,601.55
90.00,81500,34000,574.99
90.00,81500,34010,588.94
90.00,81500,34020,583.54
90.00,81500,34030,592.14
90.00,81500,34040,587.77
90.00,81500,34050,569.19
90.00,81500,34060,567.81
90.00,81500,34070,552.22
90.00,81500,34080,561.72
90.00,81500,34090,560.46
90.00,81500,34100,556.71
90.00,81500,34110,558.79
90.00,81500,34120,549.89
90.00,81500,34130,553.32
90.00,81500,34140,553.03
90.00,81500,34150,544.52
90.00,81500,34160,531.62
90.00,81500,34170,534.39
270.00,81500,34180,532.52
270.00,81500,34190,536.29
270.00,81500,34200,546.63
270.00,81500,34210,540
270.00,81500,34220,540.91
270.00,81500,34230,537.66
270.00,81500,34240,553.42
270.00,81500,34250,560.01
270.00,81500,34260,557.88
270.00,81500,34270,566.17
270.00,81500,34280,578.14
270.00,81500,34290,564.98
270.00,81500,34300,565.3
270.00,81500,34310,589.88
270.00,81500,34320,586.35
270.00,81500,34330,594.52
270.00,81500,34340,606.47
270.00,81500,34350,594.83
270.00,81500,34360,599.23
270.00,81500,34370,598.41
270.00,81500,34380,601.37
270.00,81500,34390,620.43
270.00,81500,34400,619.43
270.00,81500,34410,607.52
270.00,81500,34420,614.32
270.00,81500,34430,616.76
270.00,81500,34440,622.13
270.00,81500,34450,620.19
270.00,81500,34460,635.17
270.00,81500,34470,635.62
270.00,81500,34480,613.54
270.00,81500,34490,630.62
270.00,81500,34500,637.03
270.00,81500,34510,637.31
270.00,81500,34520,641.57
270.00,81500,34530,639.84
270.00,81500,34540,652.41
270.00,81500,34550,645.98
270.00,81500,34560,649.63
270.00,81500,34570,662.09
270.00,81500,34580,658.98
270.00,81500,34590,676.27
270.00,81500,34600,661.48
270.00,81500,34610,659.83
270.00,81500,34620,666.95
270.00,81500,34630,676.09
270.00,81500,34640,663.58
270.00,81500,34650,675.48
270.00,81500,34660,685.65
270.00,81500,34670,694.15
270.00,81500,34680,694.32
270.00,81500,34690,695.24
270.00,81500,34700,695.63
270.00,81500,34710,707.48
270.00,81500,34720,707.65
270.00,81500,34730,700.7
270.00,81500,34740,727.64
270.00,81500,34750,743.42
270.00,81500,34760,739.7
270.00,81500,34770,749.37
270.00,81500,34780,752.06
270.00,81500,34790,769.58
270.00,81500,34800,764.2
270.00,81500,34810,766.14
270.00,81500,34820,764.19
270.00,81500,34830,765.84
270.00,81500,34840,762.05
270.00,81500,34850,767.46
270.00,81500,34860,782.19
270.00,81500,34870,787.47
270.00,81500,34880,778.26
270.00,81500,34890,777.11
270.00,81500,34900,783.98
270.00,81500,34910,788.24
270.00,81500,34920,795.29
270.00,81500,34930,782.91
270.00,81500,34940,783.6
270.00,81500,34950,785.48
270.00,81500,34960,792.62
270.00,81500,34970,790.24
90.00,81600,34980,796.08
90.00,81600,34990,794.49
90.00,81600,35000,780.71
90.00,81600,35010,786.73
90.00,81600,35020,763.64
90.00,81600,35030,769.12
90.00,81600,35040,766.59
90.00,81600,35050,773.02
90.00,81600,35060,763
90.00,81600,35070,750.88
90.00,81600,35080,748.56
90.00,81600,35090,747.45
90.00,81600,35100,737.34
90.00,81600,35110,733.39
90.00,81600,35120,738.49
90.00,81600,35130,728.95
90.00,81600,35140,724.75
90.00,81600,35150,718.61
90.00,81600,35160,761.09
90.00,81600,35170,719.19
90.00,81600,35180,704.77
90.00,81600,35190,713.16
90.00,81600,35200,704.83
90.00,81600,35210,707.11
90.00,81600,35220,717.31
90.00,81600,35230,700.06
90.00,81600,35240,685.16
90.00,81600,35250,681.98
90.00,81600,35260,679.88
90.00,81600,35270,666.05
90.00,81600,35280,666.31
90.00,81600,35290,666.94
90.00,81600,35300,662.15
90.00,81600,35310,638.68
90.00,81600,35320,646.24
90.00,81600,35330,651.78
90.00,81600,35340,638.65
90.00,81600,35350,639.88
90.00,81600,35360,639.08
90.00,81600,35370,635.37
90.00,81600,35380,632.91
90.00,81600,35390,624.81
90.00,81600,35400,624.07
90.00,81600,35410,620.07
90.00,81600,35420,610.01
90.00,81600,35430,606.67
90.00,81600,35440,604.24
90.00,81600,35450,611.29
90.00,81600,35460,597.39
90.00,81600,35470,598.85
90.00,81600,35480,585.05
90.00,81600,35490,587.43
90.00,81600,35500,591.28
90.00,81600,35510,578.6
90.00,81600,35520,581.99
90.00,81600,35530,581.09
90.00,81600,35540,576.46
90.00,81600,35550,566.95
90.00,81600,35560,562.75
90.00,81600,35570,559.95
90.00,81600,35580,555.15
90.00,81600,35590,553.5
90.00,81600,35600,547.89
90.00,81600,35610,544.66
90.00,81600,35620,536.48
270.00,81600,35630,539.68
270.00,81600,35640,531.18
270.00,81600,35650,529.5
270.00,81600,35660,532.98
270.00,81600,35670,528.45
270.00,81600,35680,538.04
270.00,81600,35690,537.09
270.00,81600,35700,561.25
270.00,81600,35710,556.17
270.00,81600,35720,556.32
270.00,81600,35730,564.21
270.00,81600,35740,567.66
270.00,81600,35750,560.39
270.00,81600,35760,578.82
270.00,81600,35770,586.56
270.00,81600,35780,580.29
270.00,81600,35790,580.63
270.00,81600,35800,586.42
270.00,81600,35810,608.46
270.00,81600,35820,591.98
270.00,81600,35830,594.12
270.00,81600,35840,597.04
270.00,81600,35850,613.67
270.00,81600,35860,610.03
270.00,81600,35870,609.09
270.00,81600,35880,612.95
270.00,81600,35890,614.81
270.00,81600,35900,610.13
270.00,81600,35910,614.25
270.00,81600,35920,630.69
270.00,81600,35930,614
270.00,81600,35940,619.76
270.00,81600,35950,631.8
270.00,81600,35960,631.07
270.00,81600,35970,636.46
270.00,81600,35980,637.56
270.00,81600,35990,637.66
270.00,81600,36000,638.88
270.00,81600,36010,636.87
270.00,81600,36020,641.84
270.00,81600,36030,631.68
270.00,81600,36040,656.82
270.00,81600,36050,654.86
270.00,81600,36060,658.93
270.00,81600,36070,661.11
270.00,81600,36080,666.16
270.00,81600,36090,672.08
270.00,81600,36100,670.19
270.00,81600,36110,683.96
270.00,81600,36120,680.97
270.00,81600,36130,685.24
270.00,81600,36140,688.96
270.00,81600,36150,692.94
270.00,81600,36160,686.02
270.00,81600,36170,702.67
270.00,81600,36180,718.73
270.00,81600,36190,707.16
270.00,81600,36200,717.92
270.00,81600,36210,715.27
270.00,81600,36220,721.08
270.00,81600,36230,720.7
270.00,81600,36240,733.09
270.00,81600,36250,733.31
270.00,81600,36260,733.33
270.00,81600,36270,755.15
270.00,81600,36280,742.59
270.00,81600,36290,746.6
270.00,81600,36300,738.78
270.00,81600,36310,738.98
270.00,81600,36320,745.66
270.00,81600,36330,741.12
270.00,81600,36340,757.68
270.00,81600,36350,767.36
270.00,81600,36360,765.52
270.00,81600,36370,766.87
270.00,81600,36380,766.68
270.00,81600,36390,773.64
270.00,81600,36400,770.03
270.00,81600,36410,772.73
270.00,81600,36420,771.16
270.00,81600,36430,777.38
270.00,81600,36440,780.06
90.00,81700,36450,793.34
90.00,81700,36460,783.94
90.00,81700,36470,783.69
90.00,81700,36480,773.37
90.00,81700,36490,770
90.00,81700,36500,761.82
90.00,81700,36510,770.47
90.00,81700,36520,762.16
90.00,81700,36530,760.2
90.00,81700,36540,751.84
90.00,81700,36550,746.23
90.00,81700,36560,736.93
90.00,81700,36570,733.66
90.00,81700,36580,735.79
90.00,81700,36590,721.44
90.00,81700,36600,721.95
90.00,81700,36610,707.15
90.00,81700,36620,705.5
90.00,81700,36630,704.14
90.00,81700,36640,686.44
90.00,81700,36650,694.83
90.00,81700,36660,683.77
90.00,81700,36670,682.16
90.00,81700,36680,682.92
90.00,81700,36690,674.21
90.00,81700,36700,683.41
90.00,81700,36710,671.83
90.00,81700,36720,660.47
90.00,81700,36730,658.83
90.00,81700,36740,656.26
90.00,81700,36750,655.72
90.00,81700,36760,633.55
90.00,81700,36770,642.14
90.00,81700,36780,637.47
90.00,81700,36790,631.89
90.00,81700,36800,638.66
90.00,81700,36810,629.57
90.00,81700,36820,621.17
90.00,81700,36830,625.56
90.00,81700,36840,616.87
90.00,81700,36850,600.62
90.00,81700,36860,597.63
90.00,81700,36870,595.85
90.00,81700,36880,603.26
90.00,81700,36890,595.14
90.00,81700,36900,579.26
90.00,81700,36910,577.81
90.00,81700,36920,571.62
90.00,81700,36930,573.78
90.00,81700,36940,573.98
90.00,81700,36950,548.24
90.00,81700,36960,557.72
90.00,81700,36970,544.34
90.00,81700,36980,542.82
90.00,81700,36990,533.29
90.00,81700,37000,530
90.00,81700,37010,519.7
90.00,81700,37020,530.88
90.00,81700,37030,524.32
90.00,81700,37040,520.7
90.00,81700,37050,515.82
90.00,81700,37060,512.35
90.00,81700,37070,506.88
90.00,81700,37080,509.41
90.00,81700,37090,505.4
90.00,81700,37100,506.25
90.00,81700,37110,498.14
90.00,81700,37120,491.04
270.00,81700,37130,475.55
270.00,81700,37140,488.69
270.00,81700,37150,482.91
270.00,81700,37160,489.05
270.00,81700,37170,497.19
270.00,81700,37180,505.5
270.00,81700,37190,509.29
270.00,81700,37200,516
270.00,81700,37210,510.55
270.00,81700,37220,516.41
270.00,81700,37230,521.49
270.00,81700,37240,524.38
270.00,81700,37250,530.7
270.00,81700,37260,533.4
270.00,81700,37270,532.13
270.00,81700,37280,528.07
270.00,81700,37290,541.64
270.00,81700,37300,551.97
270.00,81700,37310,560.18
270.00,81700,37320,556.08
270.00,81700,37330,545.7
270.00,81700,37340,545.67
270.00,81700,37350,576.88
270.00,81700,37360,580.93
270.00,81700,37370,586.75
270.00,81700,37380,601.22
270.00,81700,37390,584.66
270.00,81700,37400,601.94
270.00,81700,37410,614.42
270.00,81700,37420,616.16
270.00,81700,37430,603.29
270.00,81700,37440,598.18
270.00,81700,37450,604.38
270.00,81700,37460,624.94
270.00,81700,37470,627.12
270.00,81700,37480,637.92
270.00,81700,37490,633.14
270.00,81700,37500,635.44
270.00,81700,37510,656.25
270.00,81700,37520,651.48
270.00,81700,37530,653.77
270.00,81700,37540,651.86
270.00,81700,37550,658.96
270.00,81700,37560,657.48
270.00,81700,37570,675.23
270.00,81700,37580,690.17
270.00,81700,37590,676.38
270.00,81700,37600,673
270.00,81700,37610,667.24
270.00,81700,37620,697.93
270.00,81700,37630,713.75
270.00,81700,37640,710.95
270.00,81700,37650,714.93
270.00,81700,37660,722.27
270.00,81700,37670,727.78
270.00,81700,37680,733.74
270.00,81700,37690,730.64
270.00,81700,37700,731.27
270.00,81700,37710,747.09
270.00,81700,37720,754.89
270.00,81700,37730,729.54
270.00,81700,37740,756.32
270.00,81700,37750,768.76
270.00,81700,37760,763.83
270.00,81700,37770,773.08
270.00,81700,37780,776.34
270.00,81700,37790,782.7
270.00,81700,37800,789.94
270.00,81700,37810,779.09
270.00,81800,37820,787.19
90.00,81800,37830,794.59
90.00,81800,37840,782.54
90.00,81800,37850,784.47
90.00,81800,37860,784.04
90.00,81800,37870,771.88
90.00,81800,37880,756.53
90.00,81800,37890,761.2
90.00,81800,37900,748.59
90.00,81800,37910,759.57
90.00,81800,37920,743.6
90.00,81800,37930,749.11
90.00,81800,37940,751.13
90.00,81800,37950,723.44
90.00,81800,37960,727.59
90.00,81800,37970,733.11
90.00,81800,37980,731.5
90.00,81800,37990,715.29
90.00,81800,38000,706.84
90.00,81800,38010,693.96
90.00,81800,38020,697.33
90.00,81800,38030,697.64
90.00,81800,38040,690.39
90.00,81800,38050,683.67
90.00,81800,38060,685.49
90.00,81800,38070,691.1
90.00,81800,38080,683.43
90.00,81800,38090,669.1
90.00,81800,38100,671.74
90.00,81800,38110,664.1
90.00,81800,38120,661.58
90.00,81800,38130,654.39
90.00,81800,38140,649.49
90.00,81800,38150,641.77
90.00,81800,38160,654.71
90.00,81800,38170,637.7
90.00,81800,38180,646.76
90.00,81800,38190,627.28
90.00,81800,38200,631.57
90.00,81800,38210,629.84
90.00,81800,38220,631.8
90.00,81800,38230,625.62
90.00,81800,38240,632.94
90.00,81800,38250,619.05
90.00,81800,38260,620.52
90.00,81800,38270,609.74
90.00,81800,38280,607.86
90.00,81800,38290,608.29
90.00,81800,38300,604.09
90.00,81800,38310,583.1
90.00,81800,38320,589.98
90.00,81800,38330,579.09
90.00,81800,38340,570.83
90.00,81800,38350,577.95
90.00,81800,38360,572.24
90.00,81800,38370,565.96
90.00,81800,38380,565.69
90.00,81800,38390,557.79
90.00,81800,38400,548.28
90.00,81800,38410,539.24
90.00,81800,38420,541.75
90.00,81800,38430,538.04
90.00,81800,38440,534.67
90.00,81800,38450,529.21
90.00,81800,38460,527.5
90.00,81800,38470,527.95
90.00,81800,38480,515.87
90.00,81800,38490,513.56
90.00,81800,38500,510.63
90.00,81800,38510,498.84
90.00,81800,38520,514.44
90.00,81800,38530,501.62
90.00,81800,38540,484.39
270.00,81800,38550,486.16
270.00,81800,38560,484.8
270.00,81800,38570,482.56
270.00,81800,38580,492.66
270.00,81800,38590,515.09
270.00,81800,38600,511.98
270.00,81800,38610,514.12
270.00,81800,38620,517.34
270.00,81800,38630,518.85
270.00,81800,38640,526.56
270.00,81800,38650,527.26
270.00,81800,38660,526.11
270.00,81800,38670,526.62
270.00,81800,38680,535.15
270.00,81800,38690,548.65
270.00,81800,38700,545.94
270.00,81800,38710,552.96
270.00,81800,38720,552.09
270.00,81800,38730,557.46
270.00,81800,38740,565.22
270.00,81800,38750,566.84
270.00,81800,38760,576.38
270.00,81800,38770,577.25
270.00,81800,38780,588.84
270.00,81800,38790,594.74
270.00,81800,38800,602.86
270.00,81800,38810,613.29
270.00,81800,38820,611.51
270.00,81800,38830,601.65
270.00,81800,38840,627.73
270.00,81800,38850,628.58
270.00,81800,38860,628.36
270.00,81800,38870,628.94
270.00,81800,38880,622.33
270.00,81800,38890,639
270.00,81800,38900,652.33
270.00,81800,38910,654.45
270.00,81800,38920,660.4
270.00,81800,38930,662.46
270.00,81800,38940,668.1
270.00,81800,38950,671.95
270.00,81800,38960,668.97
270.00,81800,38970,675.06
270.00,81800,38980,678.64
270.00,81800,38990,680.48
270.00,81800,39000,694.29
270.00,81800,39010,690.39
270.00,81800,39020,701.55
270.00,81800,39030,703.47
270.00,81800,39040,715.16
270.00,81800,39050,721.68
270.00,81800,39060,726.82
270.00,81800,39070,714.86
270.00,81800,39080,727.71
270.00,81800,39090,736.76
270.00,81800,39100,745.77
270.00,81800,39110,736.28
270.00,81800,39120,750.57
270.00,81800,39130,754.29
270.00,81800,39140,753.42
270.00,81800,39150,763.95
270.00,81800,39160,769.45
270.00,81800,39170,767.83
270.00,81800,39180,777.38
270.00,81800,39190,782.49
270.00,81800,39200,781.74
270.00,81800,39210,793.79
270.00,81800,39220,793.68
270.00,81800,39230,798.82
270.00,81800,39240,813.23
270.00,81800,39250,809.69
270.00,81800,39260,805.73
270.00,81800,39270,813.25
90.00,81900,39280,808.48
90.00,81900,39290,817.13
90.00,81900,39300,812.16
90.00,81900,39310,808.68
90.00,81900,39320,800.49
90.00,81900,39330,804.29
90.00,81900,39340,799.78
90.00,81900,39350,803.62
90.00,81900,39360,786.69
90.00,81900,39370,789.7
90.00,81900,39380,793.31
90.00,81900,39390,778.48
90.00,81900,39400,773.2
90.00,81900,39410,784.84
90.00,81900,39420,771.05
90.00,81900,39430,772.22
90.00,81900,39440,767.47
90.00,81900,39450,766.74
90.00,81900,39460,757.89
90.00,81900,39470,760.72
90.00,81900,39480,741.58
90.00,81900,39490,753.17
90.00,81900,39500,749.08
90.00,81900,39510,749.01
90.00,81900,39520,731.73
90.00,81900,39530,737.43
90.00,81900,39540,727.95
90.00,81900,39550,722.54
90.00,81900,39560,735.08
90.00,81900,39570,726.22
90.00,81900,39580,730.26
90.00,81900,39590,717.9
90.00,81900,39600,709.51
90.00,81900,39610,709.96
90.00,81900,39620,702.72
90.00,81900,39630,692.37
90.00,81900,39640,695.67
90.00,81900,39650,692.94
90.00,81900,39660,697.24
90.00,81900,39670,697.63
90.00,81900,39680,686.75
90.00,81900,39690,684.25
90.00,81900,39700,668.87
90.00,81900,39710,676.87
90.00,81900,39720,676.38
90.00,81900,39730,686.64
90.00,81900,39740,683.03
90.00,81900,39750,669.06
90.00,81900,39760,658.7
90.00,81900,39770,668.06
90.00,81900,39780,667.4
90.00,81900,39790,648.85
90.00,81900,39800,656.56
